country,industry,ai_tool,adoption_rate,daily_active_users,year,user_feedback,age_group,company_size
South Korea,Manufacturing,ChatGPT,44.25,2305,2024,LFeJcPsyZfUjxiyPnyIHqRJvfhwNXOETHceLaMKgcUUjIDvNWfgraeFaoElwVYBBQmbGifNawGK YvEmtXIesGJFCmaOVWPjhkwRkbYPgTCO cVm OtParILDbaMzkuONkwapmqeAB WZATczUlmGe,25-34,Startup
Australia,Manufacturing,ChatGPT,96.48,3971,2023,VtIyheMZuKLGEaMgkxJwqubfYvXgehOzLwfEqzCOdtBCyyYFuYztQYsdGGjCWhvYDbHvlaJYhfcCZyOTSWTcRFUzIRrRELUdOTJigbxwNbUdQgwAbmbxrXOcwLabNoaMjCQkkpbZMvrABMbNrxvGOh,45-54,Startup
South Korea,Manufacturing,Midjourney,76.05,3211,2023,aUGlGctihedupPe TgAiFsRRGymPCXqawvFiUFir kyGgiPEMRN RqHdOfakoOUKIcMwYPttkCPhwwwvVjicHJiVGhHZJwyMOxIbMkJmeBUYTYNXMSqIlAvXau yUfBBCtUKOqUczwKCTZBXFPYMT ,55+,Startup
UK,Manufacturing,ChatGPT,2.95,4237,2024,YAIvTnyearwyUyzggsmgAuHRfvphzAwUM dxwzsbGrqHLcOfF nSMwBSYTF VvAtoYEOyfunXVSIdHHmMvFjgWbHlqFDIWJFwcZqngzf majYSyYzGFISHKWDClxDmRcEmPswfuIzZtsRiBNmtKLW ,45-54,Startup
Germany,Manufacturing,Midjourney,22.55,3600,2023,EDXhhVdwYJsELeztStOrgkNGKiYHqrNqYngVVjoYfR knKXPSAWZHDUxVNjcVRBsZgwTgukXksDhgWExlWDQfQXUBqbmfvAyGbvxYjeBnekhmqXKZMphfzdZFrTirgaKEvYcbPkocCzWm jkhbumJn,55+,SME
India,Manufacturing,ChatGPT,56.12,8401,2023,moJk zd nAnHLIdiInpgTYZR tIAnMIETZyVtFiiIsUSytHRpzyXnjucJwwgGzDwRFuNBEIYaD TlJzjBuMJfwHknZqbtccRiFoisJHQQGrRLcjaFiGGuJvCXhyuqGqokUSMUOCudhdeMFsS DFYkp,45-54,Startup
South Korea,Manufacturing,Midjourney,76.48,8923,2024,HQvXypMQKquQbuxVSbwbeCYWKyrwPmFJca FxRYipgItfsKOtspTrfQsngiiYXEjzIPGPQxtNnCPSmcHyAZvqzWgdnBKEtliwVibSnWOeslhFQzwCKVJkvndtLlbNjhTpSQSHJLCJnpwIMarEEQmwC,45-54,SME
Canada,Manufacturing,Claude,22.8,9524,2024,GhVuOlCCLXrDTrdPgCyanPuZdlotYLpZKVmUcCymEHSAGvNyWeuwDaCQOiKzcAtIlXORjaxcJwwdklkLj ijWuHZInqAidMyrSYpQZbFJaXEHOiAXpkAvpbJsZSyQeCQJxOGeilvj ZQPFknGRuyCD,25-34,SME
Brazil,Manufacturing,Stable Diffusion,33.28,1423,2024,mPsetgBBGVDxUhTkgtJJVRKZCKQyqUApoQSIKjQsIqEfUQpQqGENEcZDcRHXMTQrhBjGuX jMoDKnCAQlikRqyepNTJagoFvIQngkOEMgIYAKENRlxRnurbLw UZcmTGNtUlRVKOdarMFaTkZAwlbq,35-44,Startup
Brazil,Manufacturing,Stable Diffusion,75.55,8961,2024,xCqdssmtUFBBxzTZUGcgfaiblpesrjFSJrZWfqGNkROZewM aNEZjCfXxbAwGZdheLhXbLiQfOLGuzZPiBdaDxjSWESYyaoJuyozKUGAcGzRqutDqxasYHceyfdMbzGhdgkOSuOkLOfbsxuweYKcbv,55+,Enterprise
Australia,Manufacturing,Stable Diffusion,74.29,9786,2024,pDwsggpleZPyjRKJxfYlAeXbKPZlJPAkmfbmuICbFfPtoAuRRxGmCizQqPTMymwNGSugosjcIcgEULjPqsvKiQKrXYeqWMJGmCNMq dcVPdCTVXXfypNGBRrWW BusXhTULMmwzhhDzVAMWvjSawUJ,25-34,Enterprise
India,Manufacturing,Bard,8.91,3298,2024,BJzYlLuzrYXnzfmoFOooYJUZuoldMEOzzaOYgRqFWWc JuLUkzC YYsoyaAEejPgypuxUwzjtWXCAKHtCCjkTRtooaDnEpEItifzYGKdlEQDRHXKZlkgHLuHvOk yhCOgyslbcBExkXxbwiCQXfT L,18-24,SME
India,Manufacturing,Stable Diffusion,83.05,1658,2023,kmMelwazniX YVospUMZqLxIrCIQLhJRajAhgofjkkjhZfGPqXW uZpaeCMqtDXnBGKcLlcHwHWaqPxbHKgZ TEtQLvhjsrklLBDtxgNYJNfeejOotljqzRmdMMPfPxGOmCDYU hDKLyapvKROWmjo,45-54,SME
Canada,Manufacturing,Midjourney,94.89,5302,2024,DeUPEWXVrcrujplRCjzYzGoXHRsapSQWVGHWJqDxIYJTfeHuDzxAYGFgibnnSPwAehtortogQUosMIddJycZHzVPJyeaFsJIUPwELppxngNnlOJArGQYWSmIRNiqXjwzifBZbbxecRxqwpWqRLMbSa,45-54,Enterprise
Germany,Manufacturing,ChatGPT,39.56,889,2024,WzBNZ t nwlWhILuuresyhijTGGNGn IyRtBhhRzxshIom FTGcUnaUYyKIeVOxzHrkeuqEjCzLWjqkieDleaGWkevPTYufAtcMHKGSPSudyfouOPYsOWlSSVUIySzkXZWAzgAmAdEbcaWfUoBqgLT,25-34,Startup
Brazil,Manufacturing,Bard,57.3,8176,2023,eBRaqOuwaKHaFqkSGVZjPPqPRurTistCuwvEjtrOOfCQzLmUSkDjOilUslqqEXtaoRPKhdGSuw eHmrNWKWDizCuvOutMoZeghSHeFnuREvgNZKAgZyZrjWvTvtPZnyQcPuDcRqywY  hfchjAPHmR,45-54,Startup
India,Manufacturing,Bard,76.33,9580,2023,TftdUSmgvMFBOfLGQrzhSYVqYIQCfUPBaTsMShOfmbvzXqaDUqRKtYslnrvuHnwZuQy TZzQOxSSwkmkaQIO yOGSBSBYYzSyoYNkFTSjRQTtLclAdWG lTKgIBOrXXMBIvdraDOO idyqjqiulkud,45-54,Enterprise
Australia,Manufacturing,ChatGPT,72.28,6386,2024,XEbfWGgFkQusJonyjKovbUJlufJRvmbdEXgkScBPoCmOMsHXhiAckoQtDFGVbxmgFXnFMDRObuswQzwfxO J TzgkqfkvzaePnRFsyWYHcNPoYTeVnilONkIzVsxKATRIqPoapB mycFWubkeWgNKx,45-54,Enterprise
France,Manufacturing,Midjourney,37.39,1645,2023,tEUYw UlpJaGzAbBBdXUGhZCdfnvLlHGKYDIMpoiktDBtzNhOrRpceGCldglWhYVLYqgJGRByXwoDj dfMGLKHdPGcEb RL AjkbmdQRXrpniOCcqQjLqgoHQkqUaSaMbvvXRaxcgcoMoHVyMbjttC,55+,SME
China,Manufacturing,Midjourney,68.5,8535,2023,pwEtfuIlCPcANTbCZIDkgKCrstkdveSoDOBUCXZQQvfbNLS ENjLsmKX PKxvtgJgaQkEbcHXXAIPnfNrgSUPvedDpSKRrjGEeYlahkHHDFSBUiyAcjQmDjYqNwyLoLjMzgjXUoKifqfdMxnddXWlV,45-54,Enterprise
Brazil,Manufacturing,Bard,33.26,7978,2023,PpsMQ GjMFNhulovsfEYaXKsSvD PrQOaKfGXrgePVOhgWAjQMrXvDd AsCJHnY gcWygTkkZIgteYoXxFhtHJuCKIMshwsNkyHgYYHDcxnjPAKIqHmFSdVWtRgQAcBK TsQdDaJlLnJdbxOGFCnAt,55+,Startup
UK,Manufacturing,Midjourney,27.87,9752,2023,eJfrHvbByatRTxxeWUEvHqAtCct gpttjCa nCFQaqsPvyMiChrgerUxcRgpEoZmH Kgfro fLjlloBwkkgvLNDnKSFwpdeyppEcT aFpgsszPFl GsNvwneNgZifxiSaLtYfUMiAeZNiFhqKtFzQE,45-54,SME
India,Manufacturing,ChatGPT,52.69,5160,2024,JeWEXOFzVoOZrAagdGFjEB vmJWmgbuJBMTiEoRjdGqItEPRQTBSmSomFSoOEyoTTTFFEqXYPYLQAmOjEs UOiofzUhyymXdaVpmQWZdPZlBg sFKJCyPBswBmPcrVJUKS WyIrSqDihQbvpmlTmXf,45-54,Startup
Brazil,Manufacturing,ChatGPT,66.02,500,2023,HySnlVRArgIlZagRPbeygjFnFrpzajTPRLYdqYSjMHtZQCHNWqGMHUeJLD RpLjFZUDwjJIox ITBBDKVMoOoZcFhuKJFuQrxrpTflvxsByKbFIxlxtVnOvyiNrOLKvDeWQvTJjFBbTbRkwknPlSwF,25-34,SME
China,Manufacturing,ChatGPT,73.42,7631,2024,BccUOoyzJEnzZgydzbAcsrkIe iuRoWEcrWHKzIuaxCbBSYIRlKWeX eBrZkPJQIHnuXBUmuDqZvLxJDtRIsZpgURcXVbRroZRqMNhdxXhScnmPaNqqMyQCObh jqaLiOdQSmpNoLekkuzkXYgQ QW,25-34,SME
South Korea,Manufacturing,Midjourney,19.37,8815,2024,BJouCPMqDOsiZAv evlIfbqrjmGdBPegGrtUVzEqPDbkqxPPIIZLLDmIjRrLnFqDMGTaGELag ArEjDPEcfImmB PoCPwArXLfuXmasaoUljQTWqGbwGHxVeZPiSGCheUlOWJFHisUOSNlCQGyADAZ,55+,Enterprise
Brazil,Manufacturing,ChatGPT,42.7,7504,2024,JaiQjl jZnrQuleygicYrLDSFOlT pUYXUsNKhgAGjXtBAOxJQRGGKWQwCJnbqhkMBNEKfnnYUQHdACpnBOzy pEZzcdcJhhxxYrZjPM onRcMqYyOtnELoJHKIwFpHRvWlqJrfudKPgjPXEbxQRYP,18-24,Enterprise
India,Manufacturing,ChatGPT,13.36,4426,2024,uHnYGxPymcigiTLKVNQXjkkkLHxPxRPVDTvSPeJuKTKcOGXuEJyLbybenWrqFWxmcHrTdGKmoSWCDmEmlLwUmjfsvUCuWRatIQQRErkpwHeZCNBDpUeLTPoTREPRGoGJliNqqTyXawVJBvUEnwzSQV,35-44,SME
France,Manufacturing,Bard,61.36,2384,2024,cDgmNdCBjcHWGoQbmAAMkEmAfmORmFBRVLUUcBolYwIMphaKRAqjYxlEzTyWeTHCmBZQkgWkGFPTuASeqYnDdGHxzsgAXezBBlJYPjeyqwwrjZozkRBzXwbzRInlXHzJZnMHkzHpcgvIPrAwGcwPxp,45-54,Startup
UK,Manufacturing,Midjourney,68.14,9793,2024,JIJnEwFmwsDNhszeGvrAvqaLvwRtpbdNvbrfhnnVWenUtTOdxxiIVdAuWdBuWizitOJtHiwshqVFJNBjMTIEgsPOwMXJqKCtJCRSioOKU HGarCp JyGOLvMLbvjpHnLOPnHAbKBiAuoPfEgGaYKnM,35-44,Enterprise
India,Manufacturing,ChatGPT,7.2,3994,2024,QIUjjLhSzIr XEQNMHNdBzsfuwkNELvXQZcegkYwMiJlxISr TDlRDEImrBFSJxdfw slEFIxbomlVudcEZkIuceymzsLpGMidKkvZiOTKovLSRISGtnhKOsCdgAaICEMKDW LzhuTgKwobgGXsBJv,55+,Enterprise
USA,Manufacturing,Bard,15.71,5532,2024,qIYGiaDoUnF OFZsnlMOdyjWfoSpxaVdJd DUsenLXvqWGKhwGKwVSEzHc ghGZkMhukXdzWKsBqVcaDKiYsVtGoquRZlLgKIyEMRnnLDIsmYibdiWIcQBTUuxyLtTcwMcIuVOBUcIJOJVsGIoS Gr,55+,Startup
South Korea,Manufacturing,Midjourney,63.82,1049,2023,SLIVosJhexLWqZsMtwNBIsUgWGzMiXma PjJaA mJ GJefBmwDEXDDaD xxGWWFwyJMkRlxqHXqYQSQnmblObz kDRPgAbUFPoEpmLcrZdheCQcbrHkxqBHUNVJPglJaXLbu mjdxOuviXUincjfvu,25-34,SME
Brazil,Manufacturing,Stable Diffusion,42.08,8116,2024,PNKLYjUXQRvvIWouvqELqZdOAQly rXgIXVawhkiAqyCpIlqEQSasvwkEUTMaaMSxnlwnxIgpDSjyGxrgrniWuPAZDpCwYPSsIQgAHEmowCDjqSLVPObjkLhKemkNMOCdCfQLPLdjfPVLzSCbTxZzi,55+,SME
UK,Manufacturing,ChatGPT,54.08,2205,2024,S PfdPxNmcsLdJvsVHUzmkognNRKctMpZXfLzOOsyddumusjNBRxCsVHmLkHeuXbuZIE CmxDeSBbTpfVTdGDFSiKEPoJXruxVzRwpptsUPKGlEJVTxsKDYwjiMzylxHitPFkTMcleIHs BnzTEtFS,25-34,Enterprise
USA,Manufacturing,Midjourney,17.35,9614,2023,aVRfyVz iR grpPc YPIukyCCbYtFfPvwsbheaVLjItPnpoqx tdEYKQVqjvOgrUtNuuH jDIGwgyftnvqkzwHkpxhkCScHhwtZuauLFpoWuFwMvRjZ FKxdGV OHsSpnjoKXrKFtYUNYC vKOgXiB,45-54,Enterprise
Brazil,Manufacturing,Claude,72.48,9526,2024,edfawMlnmPZZXPhcisDm ksmaKBbxLPKsmayVxYl XLmIfYgroMLBGTkTZnCOPUruLZCFcIIBHbte gMGNeERvoWoLPJlRMyVFuYRcyNbmtRgEIUlCqvEAyiWIWYLCOSlFgMuNpnZSrDyvECRhliZH,25-34,Startup
USA,Manufacturing,Stable Diffusion,86.02,3026,2024,QMyJLKkAOeWjMgBQkFhJMpPFsoTAaWHizxCtGARkaR aZVaxAIydKmPYJCYuUmmFFwvjSKjzCWXMsWLulVtBDkpgBYWUoYwvTuIRwmhJDEnmXFRdJFPZdEJUEyLWgmGGtJRICjbRzgwXtdhbqqpmyv,35-44,Startup
Germany,Manufacturing,ChatGPT,65.41,3060,2024,CgcCtXzhNHXcQTxEcuERFJzonfOEOTdtezoFVSVbjtNwwxuqCVIiTiHDweNxzLuvTdwHfujCQFgDhglzOAGTFyLsrNRZwDFoBHUVHSLTJizkKj Ptx NdmJBkw IokLmfwmmNHdEbdCQkXKgTjTTWp,35-44,Startup
Canada,Manufacturing,Midjourney,60.38,9227,2024,NUOxRyLYWeiBzVUSUNgkIPuPlyVKILQFAfcefNxjnUnXvupOSmzOqpDZDkcmhTlqSqVUbKNuLrerbMRXV wpluLJtlMHLoPbdAfozmwaweZEqAJDEkIQe MWXDbmDORKsa twzvzbqGhGqnzBwILgq,25-34,Startup
India,Manufacturing,Stable Diffusion,82.14,4724,2024,xQAZQRoLyZTNfQKkIUuracCcKxFmlyexpUqPaFOo reIsMOeMEKWoAMhOsgrkYzvTWJJiJaeafhtYzBVgGonKJEq yOwdRqdADlAE iEUXBSpfSCrQQoqBXvFpxYFxKFzGeaqzkcwAnEzcwwExXvCw,45-54,Enterprise
USA,Manufacturing,Bard,70.97,7927,2024,GEDoPGcEwtwWIOyTLdYVivvBRiHtUJVbesxnLNnLDMyJNwfhYZeUiIydIKlXFTsDSjhTxRjMPJnUhGHztUxmHrWvNVpbQw SfOxNWJkOtMsOEyttsI bugroyNtOyhMLZhPdxPAyimRkOGPJACmuvy,35-44,Enterprise
UK,Manufacturing,ChatGPT,7.41,4814,2024,HnleyxuJuUzfMbUDOBgfsTctlgKBblLLYsniMtiDPBRUmkAmHvJTZzldpofFmAQueskJjRekXYEuwUojkrJPkgIIXOYhRIYMwZAfeZJsOrOxkumkKusXBFrrpC rGDrfbsDppQmJdkRKSwFJhMcsri,18-24,Enterprise
India,Manufacturing,Stable Diffusion,96.38,8894,2024,XeWrEfGoCpkLmsFJKNxDRHePwzrWsSpsQYMKgJc kcDpDUqvWBbbJmctWRfFWZfJhBKpvP RTBdtcLsmqtUiDdyuWJEtZDlyw JaWYPzEZPlIsbSErGvxULFEqmtkCDmNqcRyokavBKfbnaWbmyoPL,45-54,Startup
India,Manufacturing,Midjourney,85.71,290,2023,kbpwawMRgDmOoiMQkOyhiRrpDqfJsnZfyaYKqeVnagtIBewHueBNbwwEmUAsISmeqApkROJDT Gf JxJnRCCioPvJgeIlGXONfQqkkrvlYhjDtjKB TlUhIlTcCbuvkpgxOBUuUMLGYUQTrMxDiFDb,18-24,Enterprise
Brazil,Manufacturing,Midjourney,89.44,6716,2023,tCXpaKqlveFtIzRCuNdjTWAeVOzLRGLXunbhSQUxwqwVAKamBPPjcOzdfFRFGJb eKOPltPXDpGaVLDvjNiwiSMxvEpHchUdzlcxjTvdYjOUsKDKqE wgUBRHYtoygFUpPiYmZqmQXhfCsnsxatJDF,45-54,Enterprise
Brazil,Manufacturing,Midjourney,80.01,8036,2023,VLOWJBmJMPlvVHTFKicYRmjdCnQDyFsoAYMGcyfWxw fXPRCYjqJTzErByBIZXYbucnDp SKpOKBBkfJ ysEolicaizyozZoXsAwEwnlvggaapSKraMLutrpRib YHKUvSAAADkvkAoqXm popkOdq,35-44,Startup
France,Manufacturing,Midjourney,22.74,2531,2024,kEGxvFMiUZtNXwrHnFXOPBjcempnyGRPFlqFJYtcRhMCulMtJIEWBVfKiOs KvUYPjTSJeebMjCUkOvCaKhRiRwWdafNCpIrOnQ UffAZVsMYEuyltXbAEiAfeh XRyHaqIBrDtgBsuq BUwDgZtGc,35-44,Startup
France,Manufacturing,Stable Diffusion,24.72,7935,2024,RhAIqeuXMmJhfroPBWEWKkmdrzfafFRqxym uruHUDcGdRN UQMWnWYXIziW HFfYDrPsvTHeTArPSoeLhOXLvbLqaN kkoakJRYI FwngHOiBzxKksrtTVUnNZxUZMagfujqoPEUCXUMnpIKOarvN,45-54,Startup
USA,Manufacturing,ChatGPT,92.29,7787,2023,rrUbeoRwRXvSyKFen  aMlJMhhiVzQh dMvyZOYXPJijBMDjDqkWJGUJEbZMVXqrFCPTAxIhRYDuNlBpCJaVpVAOOtycpAUGfrgyZAZvDbpZgIkTE QbfseDgxkwutJzaqzWvpCIGfIAEqrQyycyNJ,35-44,Enterprise
Brazil,Manufacturing,Stable Diffusion,29.95,3214,2024,BZZJarRgmMVFNdYogqWynZPjPMinTXnWkrkwbxbzcmkxaJcfosIaQLbrxFIgiIFJNqCFcoGulHtQsAihszFueCYDHiWuikLXbrDvOVHtqtASrVWKlSNddPkbCugiMKvLkKbvySYvHvmjUaaETipCPU,25-34,Enterprise
France,Manufacturing,Midjourney,85.07,920,2024,aZoUmHkVuQBtdSZ Id WWtGWCgNwob PUOvgCZTNiDWlMRiyaWBHQeqDYERvSILKytDhJMeTWoXDybzOYbmaADaDbYIRFOAefWSNrmJxcobuYaxdJzuPMaIoeMeNQglcrlPSuvsgNWxcJvsTiybHxF,25-34,SME
Australia,Manufacturing,ChatGPT,17.02,7064,2024,YsoRtGeRzqUdlTCDfwWefckiSBioZqVVEkoZNgnyAczuyslySZdIgvphhrBNXouMelN KZmwVdFzPHgkqHHUaUJjKoJkQHEYbK nEKXCMCsHJQdBTibOAhfRaQdNBwRUiUJXcnIPoIbTwGGXLfJftk,45-54,SME
Australia,Manufacturing,ChatGPT,8.5,3709,2023,VSELezndVnRexcYhXmOKZKxvaVHMDAioGDyBphRdNOnpMszqBUxqI kWsewXZJJTl ozbtMLepwugikbeORZplcNQMsnfBKBNEchdjukCOTiiLCnSJztpdsKvYsnXthmVfVhBYGNTxSokXeagMUFzC,35-44,Startup
UK,Manufacturing,ChatGPT,83.28,4752,2023,zwiFGxoYRfwjNiZqEWeypRMzCwTrXfQADJqqVOWXCSDjZJGKEuwoeDtrbpISlUtPSdtTknJQCNuBMlBhGLYdvAgCsqDGyoFiFeSmTPTKuagSSgeQM FwFibTtMlHEDIZ fGCYOFRAAvPXLZyiwEhon,55+,Startup
India,Manufacturing,Stable Diffusion,14.92,1343,2023,jiEGACezNyD iC oayvFqpvDyDdBZpMnDcNgIymaRDNDtnWAvfOBrJykLvXfGmXgiFiAcccKOGkaqhijfvPXDfTe bkWVkjvyGCHCZsdELLfY TQgdSgvwpERuVGcFrytmEPebrNWeKyPYUrnnuHAx,35-44,Enterprise
Germany,Manufacturing,ChatGPT,5.71,737,2023,XQvqlfdgOlDDmMcPYwdSyUAdsamvRghGp RcMNLCLMogVvxMgHZmvibOsmRNhqUgrtoPFCoDiAcxrBHkEUNVexoeJWrbSibmMKpUYajzgOjhYNFgFDwbOyedYcBtRSYgnROGFWOBieTUDwjabQTbXp,55+,SME
Brazil,Manufacturing,ChatGPT,1.45,4561,2024,xGynJvxHNerKBBjVsRjPRicuuZzptHtDxkICPsDRSTzRfUPImvxJsXT GNgQgwhzQDsfKwRvEoLNyoYbygLmmgJtuHbObUSgISKT nxSCpbtRZejchVvaxIXiAArPNh xFDympEdbqCWzJRJZNcJrq,45-54,Startup
China,Manufacturing,Midjourney,95.98,5560,2024,bPyq FSWmCqEMfbeCyOyWGteCkjIgwYKZXqLwaxKbGqCWGxsZyHWusCWEfyVZYatHVLUYMbvxCVAnkjMzsnmzzSyuiMDTuQxGcsZHHGHavqqWGFyciKcpSNiusteoKiewGgrsRXxvEUVKsoJSPRfuo,25-34,Enterprise
Germany,Manufacturing,Midjourney,54.19,6557,2023,drLsApEOkvxljnsRfHESoORFiVYSYuilwvRzbywTsqmiSEW tfMzwlHjXJQIXyXUIjrujpuzlrfvZXofzpEdwGQFfJ xVVakeQHVspZBffqgKOwzxrnJZZCCcfXcpNqFsOuDpiVQaSFwZ oAy KYPr,25-34,Startup
Brazil,Manufacturing,ChatGPT,48.8,8853,2024,FXklmyxFaIXAkdDcXgbVSxeofWZXNAHMsaPbNGVtkhShFSnkAgqwdYYejasoxVsJRL GohzJrjYGVtaBdziZvvOkoUGXbFoAAyRAvYeeHVSMSMWFjkNVD HuMPZwUrFuAKKdvTJNaDxkzlCnZ IwZq,18-24,SME
South Korea,Manufacturing,ChatGPT,33.87,9219,2024,zjnTR WDPFfvziebPjyOjvKgrLAEiUNZOYzhYZdcWzbFwYAtYbZdOcYlUtnZChDVcUVdSwvryilB zwQkElPZoikaALJYQCjfhTHAmbJkKPvxFNdvHfljyEwFDWZghVghuiiqEXPZyZfDjHJQqEviX,55+,Enterprise
Germany,Manufacturing,Bard,29.3,1242,2023,vsKuUbqZHmVgOuvVHQpbgEhaVuIcGeFiJWYf ukAGCbgOQOhdnoJQIeFCCSuwZoGYVGxyA uCRnhWk zTSihJZxyuBf SkTkabq kGQGnSWsSnraKNeJduoEfhujPwypAEWSkWHCGnygyzUbpaLiBc,25-34,SME
UK,Manufacturing,ChatGPT,31.31,7005,2024,NTIutCMvXOsnobTKbwblSYikTOnYDZXHjUeWAPzZsWJYwohsQIzKYbNSULsdZJchxLZNDBVPtuiKJaFbWEcTTcuVgEtQ aWNLGKNyIclzHvcpdvGCiAmJdYCCyYosQMOGxJAqAQsNHHsXVzGcPFqCE,25-34,Startup
France,Manufacturing,Stable Diffusion,9.55,9194,2024,tocgbTQzzbHyhfEryHcwxVLPNacXKncXAGsqgiySKlXuIXAxLCCEcACJobBlbbeuKlTuBDqt NNtFvcyj FVtsCgnukviHjjLrTcfaBuosmeGIkaKliVKYiTQCvsu CFtfG Rkxdl LqLuTRpzXQMJ,25-34,Enterprise
China,Manufacturing,Bard,95.22,6403,2024,yKNTyAItaZRECRheNbzwvcacvipdsOTyDTbVxfIcKgvUqfeeekCdqeCvhfKstHUMfjUqqtFAtFFUgEVUzfpnRAoEqBpqpyAnhSFvCImIgQxBhtsovaivKOuX LizvQdLHSgOjWsvIzRjsTMovLkZnn,35-44,SME
USA,Manufacturing,Claude,94.86,1510,2023,efWhsuvNHqnlPtqxqAmwFGLMkQvzUVBSAQoNZqbrVEXu UgofYGYqshgyQDgIlWTqjESuakvfZgWyQziIIjKeWZYulqiTDoQVD nDIwqRyEv XudKDmfGBhHhydRSQktNVgixMrXcOtNabJBDkSGey,45-54,SME
China,Manufacturing,ChatGPT,0.29,9602,2024,CFQXDokCEYOIOmThOyDKOgecGgQsXjjlSlfhFJ BKoPzTutqzYEXENtDEqHMTuNKdndrutHVFxCEaDfphmKiUltlWzcqXDIuFsFbwaDvfgZRNhUZUgtxljEHRdigkxCKPlcJCkIuQLlsuOo OsEupJ,35-44,Enterprise
Australia,Manufacturing,ChatGPT,81.64,8039,2024,laHessTwtZWikwlIHxpIuELYyQWshGstLgTDHKQHk gCRTzCNyAsKrDspukwmDdrKEwgZycpJdWnNYaZBPZTiWrBepbGTAXeqISJnhESWnNdJvlCtwMgMsgwojRjAcNdDcARHIOFDzSEflFGXeEtBN,55+,Startup
Germany,Manufacturing,Midjourney,57.54,277,2024, nONPrmzwcHDDaXOWkjGzTDqEdRMvYfQRqlt SEphkomyTE QMLiKPaetAKRcGCFEzLtDmXMDPKanIlZqlpTqihppVLqnXXyeBpbqcmaoIybUYfIkDHIzZlBJlOmBMPgtLFWWOHeXZAGazeTrbcVof,55+,Startup
India,Manufacturing,ChatGPT,8.29,4464,2023,mpQgdbvxcOplDQxxEBFYvTqTqVbQCrMOFPUmoRTnARoaCJUkYLLsYDeuVSEGJJDtVLloTujKmcAkeepBjrjgcPEwzrBHbHOcGLWnPtZuUIiyofQcygOMLQbTFVGVybHeMdhSMgxoxcyZKk ReLrJwW,55+,SME
Australia,Manufacturing,Midjourney,34.3,1410,2024,jJoGYkFucs hPiMMhENuFiMTmczwFonZVGwodlvsKBoZFYeBApbcoflVXTsVACzFtxIfKYdnnvqWGQKfaHxylYSTASEnRLYdwlWJYwkFDLbpOxzJSLXYGHqGDWnByVqBQsHcIiviqyslNXOznYYOvH,55+,Startup
UK,Manufacturing,Midjourney,87.38,4157,2024,lVsjiJmhToMcGFZaJihKYiwcLGlAiCRUkfFM Jfl qQPmsGDTjkmpjpywMkReOeVLhykLZySyGnhVTpGyOzbGEKagxiybwVbJWdbPQqVIBXfzgEQPZRgiSAGlnlasbCqccDoIUrvhMluhBGRwhUzBF,35-44,Startup
Australia,Manufacturing,ChatGPT,45.04,8157,2024,speWsjNqXPlxlcOTLgCnzIPZsTROedHkzgPTMpyJMvdyXtdAmgwQvDUBUeETsBXdfOVwnwRpSWivoGMU dfQKMsicwGDhLX VCBPAsWIroWEmTtdbcHgFwHmopMeYtREkxohBLeGJRsGZnJfjBFQbv,55+,SME
France,Manufacturing,Midjourney,56.73,6650,2024,ILSJFdsUr ExCKuXcpeefjpznloDDuAwDeFnwTHbJMs lcfiOHbfzaMFgwCYBSSroUdgHqopVaqjTxXfwQuIQZLSlKNmhMnFjeSkoETRxWYEYXSTkmeGxHxsWZdqbkstpztSpAvNCRbnWhDmAUqNat,55+,SME
Canada,Manufacturing,Bard,93.03,7120,2023,zAtPqqnLzeHNEyuOR YOYzuVeiGDrtHLRWYogTLssolemxCAqsIaIckgRxdRzXqDvGRngYFpNnungtCkGmbuPVeGQYwAjgjuidKfAKmOQECrGvmwtrvVjLSpddotKoyFvtoHFFaUNUDzQp XQodBZZ,55+,Enterprise
Germany,Manufacturing,Stable Diffusion,10.39,8734,2023,lmXqhnleMmNcBsaHMLyOZInxKnOWNcXjzANvjUFmujNtJsoKtKcfsruMnldbv LlSJezVDLfYuloECptsJczrgXCJslQqflYSfPuTWLZaoGFPVaAJFzuYRlKKhNucHZriVNsKwebwRNwOHUFPBKVwz,18-24,Enterprise
UK,Manufacturing,Midjourney,54.59,2518,2024,lXlWobZzCVwZWCMwcedibjJuyMJVFPitvkpheLCTSZOABBwENRXcNNOtfUM hnLG RqaMosoq lppBvlMvyWNURCfiCqekvuxiuzdNSjqHqFxClpnRPzqOhBTCkyRzTIdWwmW cRrqJgJjqiMSbiPG,45-54,Enterprise
USA,Manufacturing,ChatGPT,24.42,4374,2023,zTmGezVSqlyyRtANYmOBEEdsFCCzwHMrCJpjuRhmDJvWdVeaqGXMXZbrcNwWlnENFHBYBqlYTGUVgxhtHyfOXDCoVkWliTi gXOWzyWnbKonZe daEKdkvVvXtdvUcWdvPNkKxOVMrxHhvxUFYW cV,45-54,Startup
Brazil,Manufacturing,Stable Diffusion,37.83,2894,2023,KQFjRDlkHEVZUDFtJfatpaZEKLvuqippHwWgogOeUcFlTVIsgqFhLEETgkQzTxCQFwzkpgfqVNCuVermdIoUxhXx wvieuIhArSONZQDKxPvpiXVqxiVvNHqlceGmAkbRVdSPOHMxbprHhCCXyNQeZ,18-24,Enterprise
